1	3014.85 €
2	3014.68 €
3	2053.37 €
4	1423.83 €
5	1005.43 €
6	723.26 €
7 à 8	530.20 €
9 à 10	396.23 €
11 à 12	301.98 €
13 à 14	234.80 €
15 à 16	186.34 €
17 à 18	150.99 €
19 à 24	124.99 €
25 à 30	105.74 €
31 à 36	91.46 €
37 à 48	80.94 €
49 à 60	73.31 €
61 à 72	68.00 €
73 à 96	64.64 €
97 à 120	63.00 €
