1	562.47 €
2	562.42 €
3	384.76 €
4	267.66 €
5	189.40 €
6	136.37 €
7 à 8	99.93 €
9 à 10	74.56 €
11 à 12	56.66 €
13 à 14	43.87 €
15 à 16	34.61 €
17 à 18	27.84 €
19 à 24	22.85 €
25 à 30	19.13 €
31 à 36	16.35 €
37 à 48	14.27 €
49 à 60	12.72 €
61 à 72	11.59 €
73 à 96	10.81 €
97 à 120	10.30 €
121 à 160	10.06 €
