1	3053.14 €
2	3052.73 €
3	2073.29 €
4	1432.28 €
5	1006.74 €
6	720.22 €
7 à 8	524.58 €
9 à 10	389.13 €
11 à 12	294.07 €
13 à 14	226.49 €
15 à 16	177.85 €
17 à 18	142.44 €
19 à 24	116.39 €
25 à 30	97.08 €
31 à 36	82.69 €
37 à 48	71.96 €
49 à 60	64.00 €
61 à 72	58.21 €
73 à 96	54.17 €
97 à 120	51.60 €
121 à 140	50.35 €
