1	2587.10 €
2	2586.83 €
3	1813.31 €
4	1290.34 €
5	932.35 €
6	684.23 €
7 à 8	510.12 €
9 à 10	386.47 €
11 à 12	297.59 €
13 à 14	232.99 €
15 à 16	185.50 €
17 à 18	150.25 €
19 à 24	123.83 €
25 à 30	103.89 €
31 à 36	88.74 €
37 à 48	77.21 €
49 à 60	68.45 €
61 à 72	61.85 €
73 à 96	56.99 €
97 à 120	53.57 €
121 à 144	51.37 €
145 à 160	50.30 €
